build_id,task_name,duration_seconds,dependency_group,parallelisable
BUILD-0014,integration_tests,226.22,test,True
BUILD-0014,deployment_validation,62.65,validate,False
BUILD-0014,security_scan,86.56,verification,True
BUILD-0014,dependency_install,31.56,setup,False
BUILD-0015,deployment_validation,51.32,validate,False
BUILD-0015,compile,36.94,build,False
BUILD-0015,unit_tests,98.67,test,False
BUILD-0015,package_build,22.25,package,False
BUILD-0015,security_scan,22.43,verification,False
BUILD-0015,integration_tests,179.28,test,False
BUILD-0016,unit_tests,95.86,test,True
BUILD-0016,compile,38.35,build,False
BUILD-0016,package_build,17.0,package,False
BUILD-0016,dependency_install,16.46,setup,False
BUILD-0016,security_scan,24.37,verification,True
BUILD-0017,compile,297.84,build,False
BUILD-0017,package_build,25.04,package,False
BUILD-0017,dependency_install,22.65,setup,False
BUILD-0017,integration_tests,645.43,test,True
BUILD-0017,security_scan,38.13,verification,True
BUILD-0017,deployment_validation,31.59,validate,False
BUILD-0018,unit_tests,169.55,test,True
BUILD-0018,compile,100.39,build,False
BUILD-0018,security_scan,41.09,verification,True
BUILD-0018,deployment_validation,61.08,validate,False
BUILD-0018,dependency_install,27.22,setup,False
BUILD-0019,security_scan,138.15,verification,True
BUILD-0019,unit_tests,79.86,test,True
BUILD-0019,integration_tests,192.79,test,True
BUILD-0019,package_build,90.66,package,False
BUILD-0019,compile,191.21,build,False
BUILD-0019,deployment_validation,35.3,validate,False
BUILD-0020,deployment_validation,44.88,validate,False
BUILD-0020,package_build,18.35,package,False
BUILD-0020,compile,82.73,build,False
BUILD-0020,dependency_install,24.22,setup,False
BUILD-0020,security_scan,23.9,verification,False
BUILD-0020,unit_tests,97.63,test,False
BUILD-0021,integration_tests,212.15,test,False
BUILD-0021,deployment_validation,47.8,validate,False
BUILD-0021,package_build,43.5,package,False
BUILD-0021,compile,39.34,build,False
BUILD-0021,dependency_install,53.22,setup,False
BUILD-0021,unit_tests,98.22,test,False
BUILD-0021,security_scan,78.9,verification,False
BUILD-0022,security_scan,39.48,verification,True
BUILD-0022,integration_tests,358.25,test,True
BUILD-0022,deployment_validation,68.82,validate,False
BUILD-0022,package_build,27.88,package,False
BUILD-0022,dependency_install,31.36,setup,False
BUILD-0022,compile,43.47,build,False
BUILD-0022,unit_tests,151.66,test,True
BUILD-0023,deployment_validation,35.08,validate,False
BUILD-0023,security_scan,163.35,verification,True
BUILD-0023,dependency_install,120.1,setup,False
BUILD-0023,integration_tests,202.2,test,True
BUILD-0023,compile,229.22,build,False
BUILD-0023,package_build,117.5,package,False
BUILD-0024,security_scan,21.73,verification,True
BUILD-0024,deployment_validation,45.27,validate,False
BUILD-0024,dependency_install,15.18,setup,False
BUILD-0024,integration_tests,212.65,test,True
BUILD-0024,unit_tests,102.67,test,True
BUILD-0025,unit_tests,96.34,test,True
BUILD-0025,dependency_install,35.51,setup,False
BUILD-0025,integration_tests,179.07,test,True
BUILD-0025,package_build,19.25,package,False
BUILD-0025,deployment_validation,45.86,validate,False
BUILD-0025,security_scan,70.44,verification,True
BUILD-0026,security_scan,24.0,verification,True
BUILD-0026,compile,27.06,build,False
BUILD-0026,integration_tests,199.28,test,True
BUILD-0026,unit_tests,101.74,test,True
BUILD-0026,package_build,17.31,package,False
BUILD-0027,compile,93.54,build,False
BUILD-0027,dependency_install,25.08,setup,False
BUILD-0027,unit_tests,139.91,test,True
BUILD-0027,package_build,34.09,package,False
BUILD-0027,security_scan,37.74,verification,True
BUILD-0027,integration_tests,305.94,test,True
BUILD-0027,deployment_validation,62.79,validate,False
BUILD-0028,compile,134.07,build,False
BUILD-0028,integration_tests,658.89,test,True
BUILD-0028,security_scan,26.1,verification,True
BUILD-0028,package_build,23.71,package,False
BUILD-0028,deployment_validation,43.36,validate,False
BUILD-0028,dependency_install,23.54,setup,False
BUILD-0029,integration_tests,142.8,test,True
BUILD-0029,deployment_validation,34.37,validate,False
BUILD-0029,dependency_install,48.48,setup,False
BUILD-0029,security_scan,33.93,verification,True
BUILD-0029,compile,38.78,build,False
BUILD-0029,package_build,35.5,package,False
BUILD-0029,unit_tests,103.14,test,True
BUILD-0030,package_build,20.48,package,False
BUILD-0030,security_scan,25.35,verification,True
BUILD-0030,compile,28.74,build,False
BUILD-0030,deployment_validation,33.08,validate,False
BUILD-0030,dependency_install,12.2,setup,False
BUILD-0031,package_build,16.23,package,False
BUILD-0031,compile,28.34,build,False
BUILD-0031,integration_tests,242.5,test,True
BUILD-0031,dependency_install,11.34,setup,False
BUILD-0031,security_scan,27.02,verification,True
BUILD-0031,deployment_validation,30.32,validate,False
BUILD-0032,dependency_install,13.64,setup,False
BUILD-0032,compile,26.59,build,False
BUILD-0032,deployment_validation,49.36,validate,False
BUILD-0032,integration_tests,183.47,test,True
BUILD-0032,unit_tests,102.83,test,True
BUILD-0032,security_scan,56.66,verification,True
BUILD-0033,compile,45.95,build,False
BUILD-0033,security_scan,84.32,verification,False
BUILD-0033,dependency_install,22.77,setup,False
BUILD-0033,deployment_validation,40.09,validate,False
BUILD-0033,package_build,23.99,package,False
BUILD-0034,deployment_validation,45.11,validate,False
BUILD-0034,compile,31.72,build,False
BUILD-0034,dependency_install,44.23,setup,False
BUILD-0034,security_scan,75.3,verification,False
BUILD-0034,integration_tests,203.38,test,False
BUILD-0034,package_build,18.45,package,False
BUILD-0035,unit_tests,99.53,test,True
BUILD-0035,dependency_install,82.24,setup,False
BUILD-0035,package_build,57.09,package,False
BUILD-0035,compile,205.03,build,False
BUILD-0035,deployment_validation,42.26,validate,False
BUILD-0035,security_scan,226.87,verification,True
BUILD-0035,integration_tests,144.18,test,True
BUILD-0036,deployment_validation,35.62,validate,False
BUILD-0036,security_scan,107.05,verification,True
BUILD-0036,dependency_install,108.14,setup,False
BUILD-0036,integration_tests,230.54,test,True
BUILD-0036,package_build,89.78,package,False
BUILD-0036,compile,149.29,build,False
BUILD-0037,security_scan,31.0,verification,False
BUILD-0037,compile,56.06,build,False
BUILD-0037,package_build,40.25,package,False
BUILD-0037,unit_tests,116.99,test,False
BUILD-0037,integration_tests,215.73,test,False
BUILD-0037,dependency_install,19.86,setup,False
BUILD-0037,deployment_validation,37.21,validate,False
BUILD-0038,compile,128.92,build,False
BUILD-0038,security_scan,85.72,verification,True
BUILD-0038,package_build,33.85,package,False
BUILD-0038,deployment_validation,65.52,validate,False
BUILD-0038,dependency_install,30.13,setup,False
BUILD-0038,integration_tests,284.46,test,True
BUILD-0039,unit_tests,96.62,test,False
BUILD-0039,package_build,54.97,package,False
BUILD-0039,integration_tests,222.82,test,False
BUILD-0039,security_scan,57.0,verification,False
BUILD-0039,compile,105.6,build,False
BUILD-0040,deployment_validation,42.64,validate,False
BUILD-0040,package_build,22.13,package,False
BUILD-0040,compile,74.16,build,False
BUILD-0040,dependency_install,20.88,setup,False
BUILD-0040,security_scan,79.29,verification,False
BUILD-0040,unit_tests,88.38,test,False
BUILD-0041,package_build,15.87,package,False
BUILD-0041,unit_tests,89.93,test,True
BUILD-0041,compile,32.0,build,False
BUILD-0041,dependency_install,54.8,setup,False
BUILD-0041,security_scan,25.83,verification,True
BUILD-0041,integration_tests,195.7,test,True
BUILD-0041,deployment_validation,36.22,validate,False
BUILD-0042,security_scan,27.72,verification,True
BUILD-0042,package_build,19.46,package,False
BUILD-0042,compile,30.56,build,False
BUILD-0042,integration_tests,179.44,test,True
BUILD-0042,unit_tests,96.67,test,True
BUILD-0042,dependency_install,18.77,setup,False
BUILD-0043,compile,38.95,build,False
BUILD-0043,integration_tests,174.54,test,False
BUILD-0043,package_build,21.77,package,False
BUILD-0043,dependency_install,52.42,setup,False
BUILD-0043,security_scan,35.4,verification,False
BUILD-0043,deployment_validation,44.88,validate,False
BUILD-0044,unit_tests,108.27,test,False
BUILD-0044,package_build,46.08,package,False
BUILD-0044,compile,41.13,build,False
BUILD-0044,dependency_install,19.52,setup,False
BUILD-0044,deployment_validation,45.12,validate,False
BUILD-0044,integration_tests,172.68,test,False
BUILD-0044,security_scan,28.6,verification,False
BUILD-0045,deployment_validation,43.57,validate,False
BUILD-0045,unit_tests,83.34,test,False
BUILD-0045,package_build,29.56,package,False
BUILD-0045,dependency_install,38.21,setup,False
BUILD-0045,compile,65.43,build,False
BUILD-0045,integration_tests,211.27,test,False
BUILD-0046,unit_tests,85.04,test,False
BUILD-0046,security_scan,31.46,verification,False
BUILD-0046,integration_tests,123.57,test,False
BUILD-0046,deployment_validation,50.62,validate,False
BUILD-0046,dependency_install,42.91,setup,False
BUILD-0046,package_build,25.21,package,False
BUILD-0046,compile,87.37,build,False
BUILD-0047,compile,120.13,build,False
BUILD-0047,security_scan,45.94,verification,True
BUILD-0047,deployment_validation,57.06,validate,False
BUILD-0047,integration_tests,296.28,test,True
BUILD-0047,package_build,64.74,package,False
BUILD-0048,package_build,39.44,package,False
BUILD-0048,unit_tests,85.53,test,True
BUILD-0048,dependency_install,18.96,setup,False
BUILD-0048,integration_tests,125.0,test,True
BUILD-0048,compile,34.59,build,False
BUILD-0048,security_scan,23.39,verification,True
BUILD-0048,deployment_validation,39.97,validate,False
BUILD-0049,dependency_install,20.1,setup,False
BUILD-0049,unit_tests,113.11,test,True
BUILD-0049,compile,171.61,build,False
BUILD-0049,security_scan,33.83,verification,True
BUILD-0049,package_build,50.67,package,False
BUILD-0049,integration_tests,535.83,test,True
BUILD-0049,deployment_validation,34.94,validate,False
BUILD-0050,dependency_install,119.16,setup,False
BUILD-0050,package_build,95.3,package,False
BUILD-0050,security_scan,173.09,verification,True
BUILD-0050,unit_tests,101.75,test,True
BUILD-0050,compile,165.96,build,False
BUILD-0050,deployment_validation,53.65,validate,False
BUILD-0050,integration_tests,190.97,test,True
BUILD-0051,dependency_install,25.9,setup,False
BUILD-0051,package_build,59.0,package,False
BUILD-0051,security_scan,40.08,verification,False
BUILD-0051,compile,78.67,build,False
BUILD-0051,integration_tests,206.36,test,False
BUILD-0051,unit_tests,74.3,test,False
BUILD-0051,deployment_validation,44.7,validate,False
BUILD-0052,unit_tests,87.51,test,True
BUILD-0052,compile,248.0,build,False
BUILD-0052,security_scan,71.58,verification,True
BUILD-0052,dependency_install,21.29,setup,False
BUILD-0052,deployment_validation,51.26,validate,False
BUILD-0052,package_build,57.13,package,False
BUILD-0052,integration_tests,474.77,test,True
BUILD-0053,compile,266.88,build,False
BUILD-0053,integration_tests,480.02,test,True
BUILD-0053,security_scan,40.15,verification,True
BUILD-0053,dependency_install,23.83,setup,False
BUILD-0053,unit_tests,88.31,test,True
BUILD-0053,deployment_validation,29.72,validate,False
BUILD-0053,package_build,60.15,package,False
BUILD-0054,unit_tests,112.64,test,True
BUILD-0054,security_scan,97.99,verification,True
BUILD-0054,package_build,45.5,package,False
BUILD-0054,dependency_install,96.34,setup,False
BUILD-0054,integration_tests,181.27,test,True
BUILD-0054,deployment_validation,37.3,validate,False
BUILD-0054,compile,186.44,build,False
BUILD-0055,compile,78.29,build,False
BUILD-0055,deployment_validation,40.72,validate,False
BUILD-0055,unit_tests,102.33,test,True
BUILD-0055,security_scan,150.34,verification,True
BUILD-0055,package_build,98.22,package,False
BUILD-0055,dependency_install,85.46,setup,False
BUILD-0056,dependency_install,47.24,setup,False
BUILD-0056,integration_tests,159.79,test,False
BUILD-0056,deployment_validation,49.31,validate,False
BUILD-0056,unit_tests,96.65,test,False
BUILD-0056,security_scan,82.38,verification,False
BUILD-0056,compile,36.36,build,False
BUILD-0057,security_scan,23.59,verification,True
BUILD-0057,package_build,57.29,package,False
BUILD-0057,dependency_install,17.27,setup,False
BUILD-0057,compile,33.75,build,False
BUILD-0057,integration_tests,153.95,test,True
BUILD-0058,security_scan,36.5,verification,False
BUILD-0058,package_build,16.56,package,False
BUILD-0058,deployment_validation,32.9,validate,False
BUILD-0058,unit_tests,65.94,test,False
BUILD-0058,integration_tests,172.73,test,False
BUILD-0058,compile,39.87,build,False
BUILD-0058,dependency_install,55.14,setup,False
BUILD-0059,security_scan,24.77,verification,True
BUILD-0059,deployment_validation,29.78,validate,False
BUILD-0059,package_build,49.58,package,False
BUILD-0059,integration_tests,190.37,test,True
BUILD-0059,compile,27.86,build,False
BUILD-0060,package_build,20.45,package,False
BUILD-0060,dependency_install,35.27,setup,False
BUILD-0060,security_scan,24.05,verification,True
BUILD-0060,compile,27.68,build,False
BUILD-0060,deployment_validation,33.39,validate,False
BUILD-0060,unit_tests,101.95,test,True
BUILD-0061,integration_tests,178.31,test,True
BUILD-0061,unit_tests,108.61,test,True
BUILD-0061,package_build,42.61,package,False
BUILD-0061,compile,30.12,build,False
BUILD-0061,deployment_validation,36.82,validate,False
BUILD-0061,dependency_install,13.88,setup,False
BUILD-0061,security_scan,24.11,verification,True
BUILD-0062,compile,73.36,build,False
BUILD-0062,deployment_validation,32.81,validate,False
BUILD-0062,unit_tests,123.0,test,False
BUILD-0062,integration_tests,180.95,test,False
BUILD-0062,dependency_install,18.12,setup,False
BUILD-0062,security_scan,32.51,verification,False
BUILD-0063,deployment_validation,39.33,validate,False
BUILD-0063,security_scan,23.69,verification,True
BUILD-0063,compile,30.58,build,False
BUILD-0063,integration_tests,200.45,test,True
BUILD-0063,dependency_install,14.5,setup,False
BUILD-0063,package_build,15.99,package,False
BUILD-0063,unit_tests,91.08,test,True
BUILD-0064,compile,27.82,build,False
BUILD-0064,deployment_validation,48.2,validate,False
BUILD-0064,security_scan,87.27,verification,True
BUILD-0064,package_build,21.66,package,False
BUILD-0064,integration_tests,195.57,test,True
BUILD-0064,dependency_install,21.2,setup,False
BUILD-0065,unit_tests,81.15,test,True
BUILD-0065,dependency_install,15.94,setup,False
BUILD-0065,integration_tests,221.14,test,True
BUILD-0065,package_build,31.57,package,False
BUILD-0065,compile,24.6,build,False
BUILD-0065,deployment_validation,34.57,validate,False
BUILD-0066,dependency_install,44.68,setup,False
BUILD-0066,unit_tests,79.88,test,True
BUILD-0066,compile,32.47,build,False
BUILD-0066,security_scan,27.85,verification,True
BUILD-0066,package_build,47.37,package,False
BUILD-0067,package_build,113.23,package,False
BUILD-0067,compile,216.05,build,False
BUILD-0067,unit_tests,104.31,test,True
BUILD-0067,integration_tests,156.4,test,True
BUILD-0067,dependency_install,44.98,setup,False
BUILD-0068,unit_tests,144.24,test,True
BUILD-0068,compile,113.45,build,False
BUILD-0068,dependency_install,76.28,setup,False
BUILD-0068,deployment_validation,55.97,validate,False
BUILD-0068,security_scan,44.73,verification,True
BUILD-0069,integration_tests,144.64,test,True
BUILD-0069,unit_tests,67.73,test,True
BUILD-0069,dependency_install,106.07,setup,False
BUILD-0069,compile,80.33,build,False
BUILD-0069,deployment_validation,40.76,validate,False
BUILD-0069,package_build,118.77,package,False
BUILD-0069,security_scan,169.8,verification,True
BUILD-0070,dependency_install,18.35,setup,False
BUILD-0070,deployment_validation,37.71,validate,False
BUILD-0070,unit_tests,89.11,test,False
BUILD-0070,security_scan,27.58,verification,False
BUILD-0070,compile,73.46,build,False
BUILD-0070,integration_tests,112.43,test,False
BUILD-0071,security_scan,27.02,verification,True
BUILD-0071,package_build,18.52,package,False
BUILD-0071,compile,27.64,build,False
BUILD-0071,dependency_install,16.31,setup,False
BUILD-0071,integration_tests,187.39,test,True
BUILD-0071,deployment_validation,35.66,validate,False
BUILD-0072,package_build,16.1,package,False
BUILD-0072,unit_tests,96.42,test,True
BUILD-0072,compile,31.16,build,False
BUILD-0072,dependency_install,11.81,setup,False
BUILD-0072,integration_tests,194.67,test,True
BUILD-0072,deployment_validation,36.02,validate,False
BUILD-0073,deployment_validation,35.42,validate,False
BUILD-0073,package_build,16.41,package,False
BUILD-0073,unit_tests,71.81,test,False
BUILD-0073,security_scan,31.73,verification,False
BUILD-0073,integration_tests,187.01,test,False
BUILD-0074,security_scan,26.12,verification,True
BUILD-0074,deployment_validation,41.61,validate,False
BUILD-0074,unit_tests,134.67,test,True
BUILD-0074,integration_tests,136.5,test,True
BUILD-0074,package_build,22.0,package,False
BUILD-0074,dependency_install,19.01,setup,False
BUILD-0075,package_build,25.07,package,False
BUILD-0075,security_scan,36.73,verification,False
BUILD-0075,compile,40.17,build,False
BUILD-0075,deployment_validation,35.66,validate,False
BUILD-0075,integration_tests,245.71,test,False
BUILD-0075,dependency_install,33.05,setup,False
BUILD-0075,unit_tests,80.29,test,False
BUILD-0076,compile,72.75,build,False
BUILD-0076,security_scan,31.91,verification,True
BUILD-0076,package_build,21.97,package,False
BUILD-0076,deployment_validation,47.01,validate,False
BUILD-0076,dependency_install,21.02,setup,False
BUILD-0076,integration_tests,189.12,test,True
BUILD-0076,unit_tests,89.13,test,True
BUILD-0077,integration_tests,168.32,test,False
BUILD-0077,dependency_install,21.45,setup,False
BUILD-0077,package_build,21.08,package,False
BUILD-0077,compile,37.56,build,False
BUILD-0077,deployment_validation,52.45,validate,False
BUILD-0077,unit_tests,107.41,test,False
BUILD-0078,compile,164.35,build,False
BUILD-0078,dependency_install,135.63,setup,False
BUILD-0078,package_build,114.43,package,False
BUILD-0078,unit_tests,63.22,test,True
BUILD-0078,deployment_validation,46.31,validate,False
BUILD-0079,compile,24.46,build,False
BUILD-0079,deployment_validation,41.96,validate,False
BUILD-0079,security_scan,23.69,verification,True
BUILD-0079,unit_tests,106.82,test,True
BUILD-0079,dependency_install,10.53,setup,False
BUILD-0079,integration_tests,186.36,test,True
BUILD-0080,compile,31.24,build,False
BUILD-0080,unit_tests,97.35,test,True
BUILD-0080,security_scan,26.59,verification,True
BUILD-0080,package_build,43.44,package,False
BUILD-0080,dependency_install,14.8,setup,False
BUILD-0080,deployment_validation,43.06,validate,False
BUILD-0080,integration_tests,213.68,test,True
BUILD-0081,compile,36.44,build,False
BUILD-0081,package_build,20.86,package,False
BUILD-0081,unit_tests,100.75,test,False
BUILD-0081,integration_tests,150.53,test,False
BUILD-0081,security_scan,27.64,verification,False
BUILD-0082,integration_tests,167.1,test,False
BUILD-0082,security_scan,33.76,verification,False
BUILD-0082,unit_tests,99.75,test,False
BUILD-0082,dependency_install,52.0,setup,False
BUILD-0082,package_build,46.17,package,False
BUILD-0083,dependency_install,18.9,setup,False
BUILD-0083,compile,106.02,build,False
BUILD-0083,deployment_validation,36.68,validate,False
BUILD-0083,integration_tests,791.03,test,True
BUILD-0083,package_build,25.79,package,False
BUILD-0083,unit_tests,114.75,test,True
BUILD-0083,security_scan,80.59,verification,True
BUILD-0084,package_build,35.72,package,False
BUILD-0084,deployment_validation,56.84,validate,False
BUILD-0084,unit_tests,124.44,test,True
BUILD-0084,integration_tests,261.33,test,True
BUILD-0084,dependency_install,70.03,setup,False
BUILD-0084,security_scan,38.94,verification,True
BUILD-0084,compile,87.19,build,False
BUILD-0085,unit_tests,98.99,test,True
BUILD-0085,integration_tests,149.61,test,True
BUILD-0085,deployment_validation,54.67,validate,False
BUILD-0085,package_build,17.84,package,False
BUILD-0085,dependency_install,16.01,setup,False
BUILD-0086,integration_tests,199.6,test,True
BUILD-0086,dependency_install,16.26,setup,False
BUILD-0086,compile,29.86,build,False
BUILD-0086,package_build,18.16,package,False
BUILD-0086,unit_tests,78.76,test,True
BUILD-0086,deployment_validation,31.95,validate,False
BUILD-0086,security_scan,31.43,verification,True
BUILD-0087,deployment_validation,40.6,validate,False
BUILD-0087,integration_tests,177.56,test,True
BUILD-0087,package_build,141.93,package,False
BUILD-0087,compile,199.65,build,False
BUILD-0087,unit_tests,102.47,test,True
BUILD-0088,package_build,17.09,package,False
BUILD-0088,integration_tests,168.47,test,True
BUILD-0088,unit_tests,80.58,test,True
BUILD-0088,compile,21.05,build,False
BUILD-0088,dependency_install,17.69,setup,False
BUILD-0089,compile,28.31,build,False
BUILD-0089,dependency_install,53.57,setup,False
BUILD-0089,unit_tests,83.34,test,True
BUILD-0089,integration_tests,139.43,test,True
BUILD-0089,package_build,16.82,package,False
BUILD-0089,deployment_validation,33.25,validate,False
BUILD-0090,deployment_validation,39.96,validate,False
BUILD-0090,unit_tests,76.2,test,False
BUILD-0090,dependency_install,50.43,setup,False
BUILD-0090,package_build,21.97,package,False
BUILD-0090,compile,41.83,build,False
BUILD-0090,security_scan,50.63,verification,False
BUILD-0090,integration_tests,152.54,test,False
BUILD-0091,dependency_install,95.71,setup,False
BUILD-0091,deployment_validation,33.36,validate,False
BUILD-0091,security_scan,97.02,verification,True
BUILD-0091,compile,182.93,build,False
BUILD-0091,unit_tests,95.2,test,True
BUILD-0091,package_build,49.82,package,False
BUILD-0091,integration_tests,185.35,test,True
BUILD-0092,compile,32.9,build,False
BUILD-0092,security_scan,28.92,verification,True
BUILD-0092,dependency_install,44.78,setup,False
BUILD-0092,package_build,45.92,package,False
BUILD-0092,deployment_validation,35.72,validate,False
BUILD-0092,unit_tests,96.52,test,True
BUILD-0092,integration_tests,173.12,test,True
BUILD-0093,integration_tests,108.42,test,True
BUILD-0093,dependency_install,52.37,setup,False
BUILD-0093,security_scan,175.68,verification,True
BUILD-0093,compile,55.12,build,False
BUILD-0093,unit_tests,90.12,test,True
BUILD-0093,deployment_validation,37.77,validate,False
BUILD-0094,unit_tests,83.92,test,True
BUILD-0094,compile,160.87,build,False
BUILD-0094,dependency_install,103.0,setup,False
BUILD-0094,security_scan,150.13,verification,True
BUILD-0094,deployment_validation,47.63,validate,False
BUILD-0095,deployment_validation,35.77,validate,False
BUILD-0095,package_build,15.59,package,False
BUILD-0095,security_scan,24.86,verification,True
BUILD-0095,unit_tests,93.14,test,True
BUILD-0095,integration_tests,193.51,test,True
BUILD-0096,package_build,21.32,package,False
BUILD-0096,deployment_validation,38.62,validate,False
BUILD-0096,integration_tests,201.97,test,True
BUILD-0096,unit_tests,81.6,test,True
BUILD-0096,security_scan,32.61,verification,True
BUILD-0096,compile,37.36,build,False
BUILD-0097,compile,67.91,build,False
BUILD-0097,unit_tests,85.63,test,False
BUILD-0097,deployment_validation,34.38,validate,False
BUILD-0097,package_build,37.48,package,False
BUILD-0097,integration_tests,227.65,test,False
BUILD-0097,dependency_install,16.48,setup,False
BUILD-0098,dependency_install,39.49,setup,False
BUILD-0098,compile,31.18,build,False
BUILD-0098,package_build,13.79,package,False
BUILD-0098,deployment_validation,47.48,validate,False
BUILD-0098,unit_tests,64.08,test,True
BUILD-0098,security_scan,18.06,verification,True
BUILD-0099,deployment_validation,36.73,validate,False
BUILD-0099,unit_tests,87.23,test,True
BUILD-0099,compile,29.68,build,False
BUILD-0099,package_build,17.4,package,False
BUILD-0099,security_scan,28.55,verification,True
BUILD-0099,integration_tests,183.08,test,True
BUILD-0100,unit_tests,89.82,test,True
BUILD-0100,deployment_validation,39.66,validate,False
BUILD-0100,integration_tests,188.31,test,True
BUILD-0100,security_scan,23.42,verification,True
BUILD-0100,compile,63.82,build,False
BUILD-0100,dependency_install,22.51,setup,False
BUILD-0100,package_build,51.28,package,False
BUILD-0101,dependency_install,20.31,setup,False
BUILD-0101,package_build,23.67,package,False
BUILD-0101,compile,33.09,build,False
BUILD-0101,deployment_validation,35.33,validate,False
BUILD-0101,integration_tests,185.29,test,True
BUILD-0102,unit_tests,81.06,test,True
BUILD-0102,dependency_install,20.49,setup,False
BUILD-0102,security_scan,27.14,verification,True
BUILD-0102,integration_tests,167.33,test,True
BUILD-0102,package_build,18.88,package,False
BUILD-0102,deployment_validation,49.72,validate,False
BUILD-0102,compile,34.6,build,False
BUILD-0103,deployment_validation,43.06,validate,False
BUILD-0103,dependency_install,19.77,setup,False
BUILD-0103,package_build,25.22,package,False
BUILD-0103,integration_tests,190.36,test,True
BUILD-0103,compile,23.2,build,False
BUILD-0103,unit_tests,90.04,test,True
BUILD-0103,security_scan,32.44,verification,True
BUILD-0104,integration_tests,163.49,test,True
BUILD-0104,unit_tests,74.96,test,True
BUILD-0104,dependency_install,13.57,setup,False
BUILD-0104,security_scan,19.53,verification,True
BUILD-0104,package_build,14.94,package,False
BUILD-0104,compile,32.43,build,False
BUILD-0104,deployment_validation,34.3,validate,False
BUILD-0105,deployment_validation,42.96,validate,False
BUILD-0105,package_build,23.12,package,False
BUILD-0105,dependency_install,17.64,setup,False
BUILD-0105,unit_tests,104.98,test,True
BUILD-0105,security_scan,28.78,verification,True
