build_id,pipeline_id,task_name,task_category,task_duration_seconds,queue_time_seconds,cache_hits,cache_misses,cache_hit_rate,agent_utilisation_percent,number_of_tasks,failed_tasks,parallelizable_tasks,build_duration_seconds,build_status,bottleneck_label,bottleneck_type,severity
BUILD-1006,PIPE-worker,compile_step_1,compile,190.94,62.66,190,5,0.9744,0.9524,12,0,0,890.49,SUCCESS,0,NONE,NONE
BUILD-1006,PIPE-api,unit_test_step_4,unit_test,146.08,37.92,65,7,0.9028,0.5476,10,0,0,571.47,SUCCESS,0,NONE,NONE
BUILD-1007,PIPE-ml,package_step_4,package,29.64,347.11,0,0,1.0,0.4249,4,0,0,413.7,SUCCESS,1,QUEUE_BOTTLENECK,HIGH
BUILD-1007,PIPE-core,checkout_step_4,checkout,10.48,99.2,0,0,1.0,0.5699,6,1,0,140.42,FAILED,0,NONE,NONE
BUILD-1007,PIPE-core,integration_test_step_2,integration_test,52.04,244.8,0,0,1.0,0.4161,13,0,0,519.2,SUCCESS,0,NONE,NONE
BUILD-1008,PIPE-auth,integration_test_step_3,integration_test,108.75,93.31,0,0,1.0,0.7393,15,0,4,721.57,SUCCESS,0,NONE,NONE
BUILD-1008,PIPE-core,checkout_step_1,checkout,22.67,704.9,0,0,1.0,0.7109,8,0,3,797.64,SUCCESS,0,NONE,NONE
BUILD-1008,PIPE-api,unit_test_step_3,unit_test,142.53,87.4,185,2,0.9893,0.3604,12,0,0,707.33,SUCCESS,0,NONE,NONE
BUILD-1009,PIPE-core,build_step_2,build,213.05,87.61,137,8,0.9448,0.723,17,0,0,1406.71,SUCCESS,0,NONE,NONE
BUILD-1009,PIPE-core,integration_test_step_3,integration_test,166.98,574.74,0,0,1.0,0.5448,6,0,0,944.63,SUCCESS,1,QUEUE_BOTTLENECK,HIGH
BUILD-1009,PIPE-auth,security_scan_step_1,security_scan,126.12,530.2,0,0,1.0,0.785,15,0,0,1244.35,SUCCESS,0,NONE,NONE
BUILD-1010,PIPE-api,unit_test_step_1,unit_test,104.3,105.53,60,30,0.6667,0.7441,14,0,0,655.51,SUCCESS,0,NONE,NONE
BUILD-1010,PIPE-worker,package_step_2,package,39.39,252.03,0,0,1.0,0.2627,6,0,0,369.5,SUCCESS,0,NONE,LOW
BUILD-1010,PIPE-ml,build_step_4,build,274.98,21.06,113,10,0.9187,0.7662,15,0,0,1492.3,SUCCESS,1,SLOW_TASK,MEDIUM
BUILD-1011,PIPE-api,dependency_install_step_4,dependency_install,122.08,28.5,108,9,0.9231,0.9385,7,0,4,376.7,SUCCESS,0,NONE,NONE
BUILD-1011,PIPE-auth,unit_test_step_3,unit_test,190.19,16.69,8,62,0.1143,0.2089,8,1,0,582.15,FAILED,1,LOW_CACHE_EFFICIENCY,MEDIUM
BUILD-1011,PIPE-web,security_scan_step_3,security_scan,245.87,40.51,0,0,1.0,0.3089,5,0,5,493.11,SUCCESS,1,SLOW_TASK,HIGH
BUILD-1012,PIPE-core,unit_test_step_2,unit_test,88.57,67.29,10,119,0.0775,0.4743,17,0,0,629.9,SUCCESS,1,LOW_CACHE_EFFICIENCY,MEDIUM
BUILD-1012,PIPE-ml,unit_test_step_4,unit_test,131.79,221.19,99,15,0.8684,0.4598,10,0,0,698.5,SUCCESS,0,NONE,NONE
BUILD-1012,PIPE-auth,lint_step_3,lint,45.33,87.56,198,21,0.9041,0.5934,11,0,0,289.77,SUCCESS,0,NONE,NONE
BUILD-1013,PIPE-ml,dependency_install_step_1,dependency_install,38.41,312.71,135,4,0.9712,0.4877,16,0,0,584.69,SUCCESS,1,QUEUE_BOTTLENECK,HIGH
BUILD-1013,PIPE-api,checkout_step_2,checkout,52.89,101.3,0,0,1.0,0.6578,16,1,6,430.0,FAILED,0,NONE,NONE
BUILD-1013,PIPE-ml,unit_test_step_4,unit_test,87.85,205.52,51,30,0.6296,0.5969,16,0,6,727.27,SUCCESS,0,NONE,NONE
BUILD-1014,PIPE-auth,compile_step_1,compile,189.04,111.32,185,19,0.9069,0.6576,16,0,0,1204.81,SUCCESS,0,NONE,NONE
BUILD-1014,PIPE-auth,unit_test_step_2,unit_test,192.93,20.03,116,26,0.8169,0.4515,14,0,0,1011.93,SUCCESS,0,NONE,NONE
BUILD-1014,PIPE-worker,checkout_step_3,checkout,29.77,290.5,0,0,1.0,0.5717,18,0,3,537.42,SUCCESS,0,NONE,NONE
BUILD-1015,PIPE-core,unit_test_step_3,unit_test,250.24,107.58,102,28,0.7846,0.1676,18,0,6,1721.26,SUCCESS,1,SLOW_TASK,HIGH
BUILD-1015,PIPE-worker,unit_test_step_3,unit_test,107.21,18.22,157,19,0.892,0.6776,12,0,0,526.8,SUCCESS,0,NONE,NONE
BUILD-1015,PIPE-worker,checkout_step_3,checkout,11.96,26.45,0,0,1.0,0.4339,15,0,6,129.16,SUCCESS,0,NONE,NONE
BUILD-1016,PIPE-worker,integration_test_step_1,integration_test,165.52,593.74,0,0,1.0,0.7778,17,0,3,1595.63,SUCCESS,1,QUEUE_BOTTLENECK,HIGH
BUILD-1016,PIPE-worker,compile_step_4,compile,205.52,31.12,157,10,0.9401,0.7042,11,1,0,840.87,FAILED,0,NONE,NONE
BUILD-1016,PIPE-web,compile_step_1,compile,299.61,119.26,57,9,0.8636,0.3752,4,0,0,596.45,SUCCESS,1,SLOW_TASK,MEDIUM
BUILD-1017,PIPE-core,integration_test_step_2,integration_test,263.53,185.44,0,0,1.0,0.5706,9,0,0,1037.33,SUCCESS,0,NONE,NONE
BUILD-1017,PIPE-api,package_step_1,package,61.45,129.98,0,0,1.0,0.3875,13,0,3,427.11,SUCCESS,0,NONE,LOW
BUILD-1017,PIPE-ml,lint_step_2,lint,31.32,718.6,80,27,0.7477,0.6429,16,1,0,920.12,FAILED,0,NONE,NONE
BUILD-1018,PIPE-core,unit_test_step_3,unit_test,116.8,556.56,175,5,0.9722,0.7387,9,0,0,944.59,SUCCESS,1,QUEUE_BOTTLENECK,HIGH
BUILD-1018,PIPE-worker,dependency_install_step_3,dependency_install,203.81,57.73,173,16,0.9153,0.4267,15,0,2,1160.89,SUCCESS,0,NONE,NONE
BUILD-1018,PIPE-worker,compile_step_4,compile,243.65,25.57,136,2,0.9855,0.8121,9,0,0,848.75,SUCCESS,1,SLOW_TASK,MEDIUM
BUILD-1019,PIPE-web,compile_step_3,compile,30.9,42.83,98,4,0.9608,0.598,10,0,0,207.68,SUCCESS,0,NONE,NONE
BUILD-1019,PIPE-worker,unit_test_step_1,unit_test,122.75,711.71,112,11,0.9106,0.2845,9,0,6,1116.79,SUCCESS,0,NONE,NONE
BUILD-1019,PIPE-ml,unit_test_step_3,unit_test,164.65,157.61,6,80,0.0698,0.9479,12,0,5,894.18,SUCCESS,1,LOW_CACHE_EFFICIENCY,CRITICAL
BUILD-1020,PIPE-web,security_scan_step_3,security_scan,88.24,22.03,0,0,1.0,0.5221,8,0,6,305.09,SUCCESS,0,NONE,NONE
BUILD-1020,PIPE-core,package_step_3,package,8.24,86.21,0,0,1.0,0.9131,17,0,4,186.21,SUCCESS,0,NONE,NONE
BUILD-1020,PIPE-worker,compile_step_1,compile,143.22,174.89,79,28,0.7383,0.9149,11,1,0,753.75,FAILED,0,NONE,LOW
BUILD-1021,PIPE-api,lint_step_3,lint,42.73,391.88,192,26,0.8807,0.8052,13,0,0,622.12,SUCCESS,1,QUEUE_BOTTLENECK,HIGH
BUILD-1021,PIPE-worker,build_step_3,build,72.86,56.59,128,20,0.8649,0.4146,13,0,0,414.01,SUCCESS,0,NONE,NONE
BUILD-1021,PIPE-web,security_scan_step_2,security_scan,42.89,35.27,0,0,1.0,0.6196,6,1,0,167.05,FAILED,0,NONE,NONE
BUILD-1022,PIPE-web,checkout_step_3,checkout,39.91,15.91,0,0,1.0,0.635,11,1,4,190.3,FAILED,0,NONE,NONE
BUILD-1022,PIPE-ml,integration_test_step_2,integration_test,51.53,64.98,0,0,1.0,0.3054,14,0,2,343.55,SUCCESS,0,NONE,NONE
BUILD-1022,PIPE-web,integration_test_step_3,integration_test,99.46,22.38,0,0,1.0,0.5642,8,0,0,352.64,SUCCESS,0,NONE,NONE
BUILD-1023,PIPE-core,integration_test_step_4,integration_test,81.8,182.28,0,0,1.0,0.7146,4,0,0,320.22,SUCCESS,0,NONE,NONE
BUILD-1023,PIPE-core,package_step_3,package,12.94,28.04,0,0,1.0,0.5393,6,0,0,77.16,SUCCESS,0,NONE,NONE
BUILD-1023,PIPE-auth,unit_test_step_4,unit_test,446.1,36.67,154,12,0.9277,0.2424,5,0,0,863.01,SUCCESS,0,NONE,NONE
BUILD-1024,PIPE-worker,lint_step_1,lint,36.73,44.5,132,5,0.9635,0.6522,10,0,6,191.05,SUCCESS,0,NONE,NONE
BUILD-1024,PIPE-core,dependency_install_step_3,dependency_install,89.02,19.79,163,26,0.8624,0.9736,8,0,5,293.12,SUCCESS,1,AGENT_UTILISATION,MEDIUM
BUILD-1024,PIPE-core,checkout_step_2,checkout,19.33,81.12,0,0,1.0,0.4026,4,0,0,159.93,SUCCESS,0,NONE,NONE
BUILD-1025,PIPE-worker,package_step_2,package,5.0,33.31,0,0,1.0,0.6557,12,0,0,86.59,SUCCESS,0,NONE,NONE
BUILD-1025,PIPE-worker,integration_test_step_4,integration_test,201.4,18.08,0,0,1.0,0.7379,15,0,5,1126.16,SUCCESS,0,NONE,NONE
BUILD-1025,PIPE-auth,compile_step_1,compile,175.59,111.01,200,20,0.9091,0.8051,11,0,0,803.54,SUCCESS,0,NONE,NONE
BUILD-1026,PIPE-auth,unit_test_step_3,unit_test,267.39,37.21,111,20,0.8473,0.6163,17,0,0,1649.93,SUCCESS,0,NONE,NONE
BUILD-1026,PIPE-worker,unit_test_step_2,unit_test,188.55,76.61,16,115,0.1221,0.6729,5,0,0,429.74,SUCCESS,0,NONE,NONE
BUILD-1026,PIPE-ml,dependency_install_step_2,dependency_install,72.83,496.73,117,12,0.907,0.5908,10,0,0,794.15,SUCCESS,0,NONE,NONE
BUILD-1027,PIPE-worker,package_step_4,package,27.18,176.24,0,0,1.0,0.9666,5,0,3,245.67,SUCCESS,1,AGENT_UTILISATION,MEDIUM
BUILD-1027,PIPE-ml,checkout_step_1,checkout,82.02,96.68,0,0,1.0,0.6723,5,0,0,299.53,SUCCESS,0,NONE,LOW
BUILD-1027,PIPE-core,compile_step_3,compile,384.74,13.66,155,20,0.8857,0.7143,6,0,0,878.01,SUCCESS,0,NONE,NONE
BUILD-1028,PIPE-api,unit_test_step_2,unit_test,55.25,49.12,0,0,0.9288,0.5455,18,0,0,434.62,SUCCESS,0,NONE,NONE
BUILD-1028,PIPE-worker,package_step_3,package,44.04,66.48,0,0,1.0,0.5598,8,0,0,249.65,SUCCESS,0,NONE,NONE
BUILD-1028,PIPE-core,compile_step_3,compile,389.59,100.1,125,2,0.9843,0.563,14,2,0,2025.74,FAILED,1,SLOW_TASK,MEDIUM
BUILD-1029,PIPE-ml,package_step_4,package,115.09,107.11,0,0,1.0,0.7998,16,0,3,791.8,SUCCESS,0,NONE,NONE
BUILD-1029,PIPE-ml,lint_step_2,lint,18.93,199.86,60,11,0.8451,0.4007,4,0,3,242.5,SUCCESS,0,NONE,NONE
BUILD-1029,PIPE-worker,dependency_install_step_2,dependency_install,88.87,11.79,143,18,0.8882,0.3655,8,0,0,280.31,SUCCESS,0,NONE,NONE
BUILD-1030,PIPE-web,lint_step_3,lint,16.16,75.26,69,6,0.92,0.4968,7,0,0,119.63,SUCCESS,0,NONE,NONE
BUILD-1030,PIPE-auth,unit_test_step_4,unit_test,283.72,426.66,166,13,0.9274,0.3803,14,0,0,1872.06,SUCCESS,1,QUEUE_BOTTLENECK,CRITICAL
BUILD-1030,PIPE-web,dependency_install_step_2,dependency_install,44.54,41.04,193,12,0.9415,0.557,7,0,0,190.01,SUCCESS,0,NONE,NONE
BUILD-1031,PIPE-ml,unit_test_step_2,unit_test,38.36,621.9,15,54,0.2174,0.9212,18,0,6,917.65,SUCCESS,1,QUEUE_BOTTLENECK,CRITICAL
BUILD-1031,PIPE-worker,integration_test_step_2,integration_test,209.2,45.99,0,0,1.0,0.5004,17,0,0,1317.33,SUCCESS,0,NONE,LOW
BUILD-1031,PIPE-web,dependency_install_step_4,dependency_install,72.84,58.48,75,23,0.7653,0.7364,18,0,3,561.69,SUCCESS,0,NONE,NONE
BUILD-1032,PIPE-worker,checkout_step_2,checkout,16.97,19.57,0,0,1.0,0.5648,4,1,2,88.25,FAILED,0,NONE,NONE
BUILD-1032,PIPE-api,checkout_step_2,checkout,5.0,13.13,0,0,1.0,0.4292,7,0,0,51.42,SUCCESS,0,NONE,LOW
BUILD-1032,PIPE-api,package_step_3,package,5.58,92.52,0,0,1.0,0.9338,17,1,3,166.21,FAILED,0,NONE,NONE
BUILD-1033,PIPE-core,dependency_install_step_1,dependency_install,207.03,609.02,79,25,0.7596,0.9272,11,0,6,1422.49,SUCCESS,1,QUEUE_BOTTLENECK,CRITICAL
BUILD-1033,PIPE-api,package_step_1,package,38.71,54.58,0,0,1.0,0.2415,14,0,0,262.64,SUCCESS,0,NONE,LOW
BUILD-1033,PIPE-worker,build_step_4,build,126.0,47.09,163,4,0.976,0.6425,9,0,6,471.24,SUCCESS,0,NONE,NONE
BUILD-1034,PIPE-web,unit_test_step_3,unit_test,38.06,172.03,75,27,0.7353,0.6559,17,0,0,437.87,SUCCESS,0,NONE,NONE
BUILD-1034,PIPE-worker,unit_test_step_2,unit_test,155.7,79.89,152,15,0.9102,0.6566,9,0,3,595.3,SUCCESS,0,NONE,NONE
BUILD-1034,PIPE-worker,checkout_step_1,checkout,44.44,594.43,0,0,1.0,0.9338,15,0,6,884.34,SUCCESS,1,QUEUE_BOTTLENECK,CRITICAL
BUILD-1035,PIPE-auth,compile_step_1,compile,219.85,34.98,158,29,0.8449,0.5211,4,0,4,363.2,SUCCESS,0,NONE,NONE
BUILD-1035,PIPE-api,integration_test_step_2,integration_test,143.15,93.86,0,0,1.0,0.4358,12,0,0,724.43,SUCCESS,0,NONE,NONE
BUILD-1035,PIPE-auth,package_step_1,package,45.85,27.24,0,0,1.0,0.5615,15,0,0,318.9,SUCCESS,0,NONE,NONE
BUILD-1036,PIPE-web,compile_step_2,compile,96.69,74.19,152,4,0.9744,0.9799,14,0,0,607.25,SUCCESS,1,AGENT_UTILISATION,MEDIUM
BUILD-1036,PIPE-worker,unit_test_step_3,unit_test,97.53,611.1,133,26,0.8365,0.701,13,0,6,1083.2,SUCCESS,0,NONE,LOW
BUILD-1036,PIPE-core,compile_step_4,compile,37.47,26.0,119,8,0.937,0.289,5,0,0,127.61,SUCCESS,0,NONE,NONE
BUILD-1037,PIPE-auth,security_scan_step_1,security_scan,54.96,27.13,0,0,1.0,0.4476,4,1,2,129.45,FAILED,0,NONE,NONE
BUILD-1037,PIPE-web,compile_step_1,compile,96.68,628.53,94,6,0.94,0.318,15,0,0,1158.03,SUCCESS,0,NONE,NONE
BUILD-1037,PIPE-worker,build_step_1,build,94.77,60.05,69,29,0.7041,0.7027,10,0,2,418.7,SUCCESS,0,NONE,NONE
BUILD-1038,PIPE-web,dependency_install_step_4,dependency_install,92.08,15.92,72,15,0.8276,0.7824,7,0,4,278.83,SUCCESS,0,NONE,NONE
BUILD-1038,PIPE-api,compile_step_2,compile,96.67,510.49,185,18,0.9113,0.427,16,0,0,1097.35,SUCCESS,1,QUEUE_BOTTLENECK,HIGH
BUILD-1038,PIPE-api,compile_step_2,compile,46.83,113.78,4,137,0.0284,0.4933,5,0,0,241.34,SUCCESS,1,LOW_CACHE_EFFICIENCY,MEDIUM
BUILD-1039,PIPE-auth,lint_step_4,lint,62.45,148.29,132,29,0.8199,0.65,9,0,4,367.24,SUCCESS,0,NONE,NONE
BUILD-1039,PIPE-auth,checkout_step_1,checkout,34.01,10.42,0,0,1.0,0.5601,4,0,0,84.73,SUCCESS,0,NONE,NONE
BUILD-1039,PIPE-core,integration_test_step_4,integration_test,178.39,17.35,0,0,1.0,0.6654,16,0,0,1059.8,SUCCESS,0,NONE,NONE
BUILD-1040,PIPE-api,compile_step_4,compile,140.46,33.27,165,5,0.9706,0.5679,17,0,0,911.95,SUCCESS,0,NONE,NONE
BUILD-1040,PIPE-api,security_scan_step_4,security_scan,83.44,75.26,0,0,1.0,0.597,9,0,4,320.2,SUCCESS,0,NONE,NONE
BUILD-1040,PIPE-core,lint_step_3,lint,17.93,492.33,12,76,0.1364,0.648,17,0,0,617.72,SUCCESS,1,QUEUE_BOTTLENECK,CRITICAL
BUILD-1041,PIPE-web,checkout_step_2,checkout,59.93,205.86,0,0,0.9288,0.6714,14,0,0,543.25,SUCCESS,0,NONE,NONE
BUILD-1041,PIPE-web,integration_test_step_3,integration_test,83.52,44.22,0,0,1.0,0.4711,17,0,0,585.49,SUCCESS,0,NONE,LOW
BUILD-1041,PIPE-ml,unit_test_step_3,unit_test,103.79,706.8,104,12,0.8966,0.5989,11,0,4,1159.41,SUCCESS,1,QUEUE_BOTTLENECK,HIGH
BUILD-1042,PIPE-core,unit_test_step_1,unit_test,246.79,12.15,83,21,0.7981,0.4779,6,0,0,550.69,SUCCESS,1,SLOW_TASK,MEDIUM
BUILD-1042,PIPE-api,security_scan_step_1,security_scan,72.5,24.55,0,0,1.0,0.4565,7,0,0,253.07,SUCCESS,0,NONE,NONE
BUILD-1042,PIPE-api,unit_test_step_3,unit_test,34.16,14.89,99,13,0.8839,0.809,13,0,5,216.59,SUCCESS,0,NONE,NONE
BUILD-1043,PIPE-worker,package_step_2,package,35.47,52.57,0,0,1.0,0.9184,8,1,0,177.78,FAILED,1,AGENT_UTILISATION,MEDIUM
BUILD-1043,PIPE-web,integration_test_step_1,integration_test,125.06,63.31,0,0,1.0,0.4324,5,0,3,300.7,SUCCESS,0,NONE,NONE
BUILD-1043,PIPE-core,package_step_2,package,19.94,86.01,0,0,1.0,0.4061,18,1,6,255.27,FAILED,0,NONE,NONE
BUILD-1044,PIPE-worker,package_step_3,package,32.59,91.38,0,0,1.0,0.3507,5,0,0,203.68,SUCCESS,0,NONE,NONE
BUILD-1044,PIPE-web,build_step_4,build,142.04,75.26,15,97,0.1339,0.67,18,1,3,998.03,FAILED,0,NONE,NONE
BUILD-1044,PIPE-ml,integration_test_step_4,integration_test,92.6,578.36,0,0,1.0,0.7604,8,0,0,897.48,SUCCESS,1,QUEUE_BOTTLENECK,HIGH
BUILD-1045,PIPE-auth,unit_test_step_1,unit_test,135.4,84.11,187,2,0.9894,0.7359,13,0,6,748.6,SUCCESS,0,NONE,NONE
BUILD-1045,PIPE-auth,unit_test_step_1,unit_test,72.72,295.61,184,19,0.9064,0.1857,12,0,0,655.34,SUCCESS,0,NONE,NONE
BUILD-1045,PIPE-web,compile_step_1,compile,197.13,68.33,7,133,0.05,0.53,5,0,2,460.52,SUCCESS,0,NONE,NONE
BUILD-1046,PIPE-web,lint_step_2,lint,19.77,28.46,172,22,0.8866,0.4007,6,1,0,111.66,FAILED,0,NONE,NONE
BUILD-1046,PIPE-web,dependency_install_step_2,dependency_install,27.03,29.41,129,18,0.8776,0.2646,17,0,0,248.88,SUCCESS,0,NONE,NONE
BUILD-1046,PIPE-web,build_step_1,build,110.93,22.09,81,27,0.75,0.2476,18,0,0,747.14,SUCCESS,0,NONE,NONE
BUILD-1047,PIPE-api,unit_test_step_4,unit_test,197.34,21.93,118,27,0.8138,0.9129,10,1,0,760.76,FAILED,0,NONE,NONE
BUILD-1047,PIPE-auth,compile_step_1,compile,323.9,639.35,128,16,0.8889,0.6124,10,0,4,1800.14,SUCCESS,1,QUEUE_BOTTLENECK,CRITICAL
BUILD-1047,PIPE-web,integration_test_step_1,integration_test,83.76,321.33,0,0,1.0,0.6649,9,0,2,623.0,SUCCESS,1,QUEUE_BOTTLENECK,HIGH
BUILD-1048,PIPE-api,build_step_4,build,152.98,518.97,20,86,0.1887,0.723,13,1,5,1243.89,FAILED,1,QUEUE_BOTTLENECK,CRITICAL
BUILD-1048,PIPE-web,unit_test_step_1,unit_test,178.28,237.74,151,12,0.9264,0.652,7,0,6,697.5,SUCCESS,0,NONE,NONE
BUILD-1048,PIPE-auth,dependency_install_step_3,dependency_install,89.44,84.73,19,76,0.2,0.7322,11,0,3,445.44,SUCCESS,0,NONE,NONE
BUILD-1049,PIPE-worker,package_step_3,package,34.75,25.79,0,0,1.0,0.2506,12,0,0,216.34,SUCCESS,0,NONE,NONE
BUILD-1049,PIPE-ml,integration_test_step_3,integration_test,151.54,109.13,0,0,0.9288,0.9554,7,0,0,528.63,SUCCESS,0,NONE,NONE
BUILD-1049,PIPE-auth,unit_test_step_2,unit_test,208.43,81.59,9,90,0.0909,0.5203,15,0,6,1227.65,SUCCESS,1,LOW_CACHE_EFFICIENCY,HIGH
BUILD-1050,PIPE-core,dependency_install_step_3,dependency_install,29.34,35.51,182,13,0.9333,0.9393,17,0,3,242.91,SUCCESS,0,NONE,NONE
BUILD-1050,PIPE-core,lint_step_2,lint,68.73,27.63,7,84,0.0769,0.4635,12,0,6,361.37,SUCCESS,0,NONE,NONE
BUILD-1050,PIPE-ml,compile_step_1,compile,346.22,139.36,18,59,0.2338,0.1118,13,0,0,1746.77,SUCCESS,1,LOW_CACHE_EFFICIENCY,CRITICAL
BUILD-1051,PIPE-auth,checkout_step_1,checkout,5.0,557.28,0,0,1.0,0.5426,16,0,0,601.1,SUCCESS,1,QUEUE_BOTTLENECK,HIGH
BUILD-1051,PIPE-worker,integration_test_step_1,integration_test,147.75,180.15,0,0,1.0,0.4906,8,0,5,621.67,SUCCESS,0,NONE,NONE
BUILD-1051,PIPE-core,security_scan_step_2,security_scan,80.11,34.24,0,0,1.0,0.5951,7,0,0,250.99,SUCCESS,0,NONE,NONE
BUILD-1052,PIPE-web,package_step_2,package,10.55,58.41,0,0,1.0,0.432,5,0,3,135.2,SUCCESS,0,NONE,NONE
BUILD-1052,PIPE-core,compile_step_4,compile,123.36,12.88,90,28,0.7627,0.5733,13,0,6,628.96,SUCCESS,0,NONE,NONE
BUILD-1052,PIPE-web,unit_test_step_1,unit_test,85.1,44.41,111,8,0.9328,0.4843,4,1,0,215.57,FAILED,0,NONE,NONE
BUILD-1053,PIPE-ml,security_scan_step_3,security_scan,68.85,73.56,0,0,1.0,0.8132,10,0,5,368.36,SUCCESS,0,NONE,NONE
BUILD-1053,PIPE-worker,checkout_step_2,checkout,22.57,76.76,0,0,1.0,0.4048,10,0,6,197.51,SUCCESS,0,NONE,NONE
BUILD-1053,PIPE-core,dependency_install_step_1,dependency_install,64.91,87.21,136,19,0.8774,0.6614,16,0,2,510.31,SUCCESS,0,NONE,LOW
BUILD-1054,PIPE-api,security_scan_step_4,security_scan,283.84,15.38,0,0,1.0,0.9169,18,0,0,1858.81,SUCCESS,1,SLOW_TASK,CRITICAL
BUILD-1054,PIPE-api,unit_test_step_3,unit_test,67.3,38.5,180,19,0.9045,0.6453,13,0,2,370.23,SUCCESS,0,NONE,NONE
BUILD-1054,PIPE-auth,compile_step_1,compile,135.75,59.49,198,20,0.9083,0.32,4,0,0,285.47,SUCCESS,0,NONE,NONE
BUILD-1055,PIPE-worker,dependency_install_step_2,dependency_install,69.35,377.75,78,8,0.907,0.9652,9,0,6,620.24,SUCCESS,1,QUEUE_BOTTLENECK,CRITICAL
BUILD-1055,PIPE-auth,build_step_1,build,76.26,101.73,193,12,0.9415,0.4237,11,0,6,420.89,SUCCESS,0,NONE,NONE
BUILD-1055,PIPE-web,security_scan_step_3,security_scan,56.3,180.13,0,0,1.0,0.4968,7,0,0,337.08,SUCCESS,0,NONE,NONE
BUILD-1056,PIPE-web,security_scan_step_4,security_scan,85.26,109.02,0,0,1.0,0.6758,18,0,6,703.32,SUCCESS,0,NONE,NONE
BUILD-1056,PIPE-worker,build_step_4,build,40.42,48.53,87,11,0.8878,0.958,15,1,0,298.94,FAILED,0,NONE,NONE
BUILD-1056,PIPE-ml,unit_test_step_2,unit_test,126.24,133.93,193,24,0.8894,0.6728,5,0,3,408.91,SUCCESS,0,NONE,NONE
BUILD-1057,PIPE-core,dependency_install_step_3,dependency_install,93.47,15.48,4,40,0.0909,0.5392,18,0,0,663.24,SUCCESS,0,NONE,NONE
BUILD-1057,PIPE-ml,dependency_install_step_3,dependency_install,125.71,138.74,72,22,0.766,0.3385,12,0,3,689.59,SUCCESS,0,NONE,NONE
BUILD-1057,PIPE-api,build_step_1,build,22.58,39.78,176,7,0.9617,0.5418,17,0,6,208.59,SUCCESS,0,NONE,NONE
BUILD-1058,PIPE-web,compile_step_4,compile,132.7,17.26,16,99,0.1391,0.2379,16,0,0,782.22,SUCCESS,0,NONE,NONE
